OrderID,OrderDate,Region,Category,Product,Quantity,Sales,Profit
1117,2023-04-27,North,Grocery,Sofa,8,2528,358.5390383540649
1118,2023-04-28,South,Grocery,Shoes,7,9968,2452.192942089127
1119,2023-04-29,West,Furniture,Sofa,2,2510,372.7942831844206
1120,2023-04-30,North,Furniture,Sofa,1,1927,223.05087060480568
1121,2023-05-01,West,Clothing,Sofa,4,4772,843.117775359883
1122,2023-05-02,North,Grocery,Sofa,8,11000,1078.3203613120247
1123,2023-05-03,South,Grocery,Sofa,2,3076,200.47111945245007
1124,2023-05-04,East,Grocery,Phone,3,5730,434.19616130960407
1125,2023-05-05,North,Electronics,Chair,1,544,41.131387278605644
1126,2023-05-06,West,Grocery,Sofa,1,975,78.3710252348974
1127,2023-05-07,South,Electronics,Chair,3,3915,304.4516761844882
1128,2023-05-08,North,Clothing,Chair,5,1330,236.97268211765513
1129,2023-05-09,West,Electronics,T-Shirt,3,570,49.2343296215025
1130,2023-05-10,West,Clothing,Phone,1,813,96.85550026846016
1131,2023-05-11,West,Grocery,Sofa,1,1981,454.3575680047619
1132,2023-05-12,North,Grocery,Laptop,8,13232,1915.8920847916654
1133,2023-05-13,North,Clothing,Milk,2,276,50.64918716636071
1134,2023-05-14,North,Furniture,Shoes,3,3747,316.4865114785014
1135,2023-05-15,East,Clothing,Laptop,2,3148,278.46516624193913
1136,2023-05-16,North,Furniture,Phone,3,816,47.46975817468935
1137,2023-05-17,North,Electronics,Milk,7,5264,441.05483440237487
1138,2023-05-18,North,Electronics,Phone,1,853,90.17751183885214
1139,2023-05-19,East,Electronics,Chair,8,10744,917.5601286138735
1140,2023-05-20,North,Grocery,Milk,2,3522,238.58206477847
1141,2023-05-21,West,Electronics,Chair,3,3543,262.6325782618857
1142,2023-05-22,North,Furniture,Laptop,9,16047,2281.17337812423
1143,2023-05-23,West,Electronics,Laptop,7,4025,367.34864331666296
1144,2023-05-24,West,Clothing,Milk,4,2220,272.7358183053455
1145,2023-05-25,West,Clothing,Milk,5,4640,699.1712273533072
1146,2023-05-26,East,Grocery,Sofa,2,1988,373.90098386303566
1147,2023-05-27,East,Clothing,Phone,8,11872,686.9427448387054
1148,2023-05-28,East,Furniture,Sofa,4,4496,943.6298306990113
1149,2023-05-29,North,Electronics,Phone,9,4374,767.9872607266462
1150,2023-05-30,West,Grocery,Sofa,5,2235,148.29628728114577
